76,93,3
187,36,4
117,18,4
117,18,2
115,66,5
190,41,0
56,13,4
98,8,1
45,28,4
190,28,1
73,72,2
67,3,0
32,97,1
67,93,0
152,13,3
115,18,5
94,18,4
109,13,1
172,93,3
129,66,4
94,23,3
19,97,3
284,23,4
212,41,5
230,36,0
145,59,5
132,36,2
73,202,0
166,13,1
85,18,2
76,23,1
172,3,5
45,97,2
135,41,5
145,93,4
4,93,0
138,36,1
132,36,1
172,28,4
85,3,4
103,18,3
76,66,2
183,13,3
166,3,3
53,93,4
109,18,4
109,59,5
138,59,4
45,13,1
94,72,3
85,3,3
37,13,4
273,72,0
56,66,0
42,8,0
29,23,3
49,66,1
120,36,2
284,23,5
60,41,0
284,28,3
4,18,2
135,13,2
9,3,1
14,93,2
73,93,0
117,41,4
138,82,3
180,97,3
85,23,2
117,93,4
183,36,3
115,3,4
190,93,5
172,3,5
132,82,0
152,72,2
45,202,3
32,93,5
49,36,1
132,59,3
37,28,4
14,72,1
9,82,3
339,66,4
339,72,5
273,82,0
9,66,3
91,82,5
73,93,0
